ucid,court,year,cid,docket_index,entry_date,original_text,full_span_start,full_span_end,extracted_pre_5,extracted_entity,extracted_post_5,Ent_span_start,Ent_span_end,docket_source,Entity_Extraction_Method
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,81,05/31/2018,MOTION REFERRED TO Judge Kelly H Rankin. Second MOTION to Amend 1 Prisoner,0,74,MOTION REFERRED TO Judge,Kelly H Rankin,. Second MOTION to Amend 1 Prisoner,25,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,82,06/07/2018,MOTION REFERRED TO Judge Kelly H Rankin. MOTION for Extension of Time (,0,71,MOTION REFERRED TO Judge,Kelly H Rankin,. MOTION for Extension of Time (,25,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,83,06/11/2018,ORDER by the Honorable Kelly H. Rankin granting 79 Motion for Extension of Time,0,79,ORDER by the Honorable,Kelly H. Rankin,granting 79 Motion for Extension of Time,23,38,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,87,07/19/2018,ORDER by the Honorable Kelly H Rankin denying 78 Second MOTION to Amend 1,0,73,ORDER by the Honorable,Kelly H Rankin,denying 78 Second MOTION to Amend 1,23,37,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,89,08/03/2018,ORDER by the Honorable Scott W Skavdahl - IT IS THEREFORE ORDERED that the,0,74,ORDER by the Honorable,Scott W Skavdahl,- IT IS THEREFORE ORDERED that the,23,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,91,08/27/2018,by Zachariah L Johnson by the Honorable Scott W Skavdahl. IT IS THEREFORE ORDERED that the,145,235,by Zachariah L Johnson by the Honorable,Scott W Skavdahl,. IT IS THEREFORE ORDERED that the,185,201,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,92,11/08/2018,2018 10:00 AM in Judge Rankin Chambers (Room No. 2204),81,135,2018 10:00 AM in Judge,Rankin,Chambers (Room No. 2204),104,110,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,92,11/08/2018,Room No. 2204) before Honorable Kelly H. Rankin. All parties should appear by telephone,121,208,Room No. 2204) before Honorable,Kelly H. Rankin,. All parties should appear by telephone,153,168,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,93,12/17/2018,INITIAL PRETRIAL ORDER by the Honorable Kelly H. Rankin. Motions filing deadline 6/5,0,84,INITIAL PRETRIAL ORDER by the Honorable,Kelly H. Rankin,. Motions filing deadline 6/5,40,55,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,93,12/17/2018,Room No. 204) before Honorable Scott W Skavdahl. Bench Trial (3 Days/,376,445,Room No. 204) before Honorable,Scott W Skavdahl,. Bench Trial (3 Days/,407,423,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,93,12/17/2018,"Room No. 204) before Honorable Scott W Skavdahl.(Court Staff, szf)",512,578,Room No. 204) before Honorable,Scott W Skavdahl,".(Court Staff, szf)",543,559,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,98,07/05/2019,MOTION REFERRED TO Judge Kelly H Rankin. MOTION for Extension of Time (,0,71,MOTION REFERRED TO Judge,Kelly H Rankin,. MOTION for Extension of Time (,25,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,99,07/09/2019,ORDER by the Honorable Kelly H Rankin granting 90 Motion for Extension of Time,0,78,ORDER by the Honorable,Kelly H Rankin,granting 90 Motion for Extension of Time,23,37,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,102,07/11/2019,MOTION REFERRED TO Judge Kelly H Rankin. MOTION for Sanctions filed by Plaintiff,0,80,MOTION REFERRED TO Judge,Kelly H Rankin,. MOTION for Sanctions filed by Plaintiff,25,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,106,08/08/2019,ORDER by the Honorable Scott W Skavdahl granting 96 Motion for Extension of Time,0,80,ORDER by the Honorable,Scott W Skavdahl,granting 96 Motion for Extension of Time,23,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,108,08/15/2019,MOTION REFERRED TO Judge Kelly H Rankin. MOTION for Extension of Time (,0,71,MOTION REFERRED TO Judge,Kelly H Rankin,. MOTION for Extension of Time (,25,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,110,08/16/2019,ORDER by the Honorable Kelly H Rankin granting 99 Motion for Extension of Time,0,78,ORDER by the Honorable,Kelly H Rankin,granting 99 Motion for Extension of Time,23,37,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,114,09/16/2019,MOTION REFERRED TO Judge Kelly H. Rankin. MOTION for Extension of Time (,0,72,MOTION REFERRED TO Judge,Kelly H. Rankin,. MOTION for Extension of Time (,25,40,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,115,09/17/2019,ORDER by the Honorable Kelly H Rankin granting 104 Motion for Extension of Time,0,79,ORDER by the Honorable,Kelly H Rankin,granting 104 Motion for Extension of Time,23,37,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,117,09/20/2019,DEADLINES AND TRIAL DATE by the Honorable Scott W Skavdahl granting 106 Motion to Continue (Dispositive,55,158,DEADLINES AND TRIAL DATE by the Honorable,Scott W Skavdahl,granting 106 Motion to Continue (Dispositive,97,113,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,120,10/11/2019,ORDER by the Honorable Scott W Skavdahl granting 89 Motion for Summary Judgment.,0,80,ORDER by the Honorable,Scott W Skavdahl,granting 89 Motion for Summary Judgment.,23,39,line_entry,SPACY JNLP2
wyd;;2:16-cv-00225,wyd,2016,2:16-cv-00225,121,10/11/2019,of Defendants against Plaintiff by the Honorable Scott W Skavdahl. Copy provided to Plaintiff via US,18,118,of Defendants against Plaintiff by the Honorable,Scott W Skavdahl,. Copy provided to Plaintiff via US,67,83,line_entry,SPACY JNLP2
wyd;;5:16-cr-00111,wyd,2016,5:16-cr-00111,1,06/13/2016,Defendant released. Proceedings held before Honorable Mark L Carman. (Court Reporter FTR/recorded,258,355,Defendant released. Proceedings held before Honorable,Mark L Carman,. (Court Reporter FTR/recorded,312,325,line_entry,SPACY JNLP2
wyd;;5:16-cr-00111,wyd,2016,5:16-cr-00111,7,06/13/2016,to Ryan D Loper by the Honorable Mark L Carman. Sentencing set for 8/18,39,110,to Ryan D Loper by the Honorable,Mark L Carman,. Sentencing set for 8/18,72,85,line_entry,SPACY JNLP2
wyd;;5:16-cr-00111,wyd,2016,5:16-cr-00111,7,06/13/2016,"AM in Yellowstone Justice Center before Honorable Mark L Carman.(Court Staff, ska)",122,204,AM in Yellowstone Justice Center before Honorable,Mark L Carman,".(Court Staff, ska)",172,185,line_entry,SPACY JNLP2
wyd;;5:16-cr-00111,wyd,2016,5:16-cr-00111,12,08/18/2016,special assessment. Proceedings held before Honorable Mark L Carman. (Court Reporter FTR/recorded,152,249,special assessment. Proceedings held before Honorable,Mark L Carman,. (Court Reporter FTR/recorded,206,219,line_entry,SPACY JNLP2
wyd;;5:16-cr-00111,wyd,2016,5:16-cr-00111,13,08/18/2016,"/18/2016 by the Honorable Mark L Carman.(Court Staff, ska)",171,229,/18/2016 by the Honorable,Mark L Carman,".(Court Staff, ska)",197,210,line_entry,SPACY JNLP2
wyd;;5:16-cr-00111,wyd,2016,5:16-cr-00111,16,01/23/2018,"to Ryan D Loper by the Honorable Mark L Carman.(Court Staff, ska)",71,136,to Ryan D Loper by the Honorable,Mark L Carman,".(Court Staff, ska)",104,117,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,4,08/04/2016,"Room No. 2104) before Honorable Kelly H. Rankin. (Court Staff, szf)",111,178,Room No. 2104) before Honorable,Kelly H. Rankin,". (Court Staff, szf)",143,158,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,9,08/10/2016,", 2016. Proceedings held before Honorable Kelly H. Rankin. (Tape #FTR Touch Courtroom",258,343,", 2016. Proceedings held before Honorable",Kelly H. Rankin,. (Tape #FTR Touch Courtroom,300,315,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,10,08/10/2016,"Room No. 204) before Honorable Scott W. Skavdahl. (Court Staff, szf)",108,176,Room No. 204) before Honorable,Scott W. Skavdahl,". (Court Staff, szf)",139,156,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,11,08/10/2016,"to Russell Eli Black by the Honorable Kelly H. Rankin.(Court Staff, szf)",23,95,to Russell Eli Black by the Honorable,Kelly H. Rankin,".(Court Staff, szf)",61,76,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,12,08/10/2016,"to Russell Eli Black by the Honorable Kelly H. Rankin.(Court Staff, szf)",36,108,to Russell Eli Black by the Honorable,Kelly H. Rankin,".(Court Staff, szf)",74,89,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,13,08/10/2016,"to Russell Eli Black by the Honorable Kelly H. Rankin.(Court Staff, szf)",39,111,to Russell Eli Black by the Honorable,Kelly H. Rankin,".(Court Staff, szf)",77,92,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,16,08/11/2016,ORDER by the Honorable Scott W Skavdahl granting 15 Motion to Withdraw as Attorney,0,82,ORDER by the Honorable,Scott W Skavdahl,granting 15 Motion to Withdraw as Attorney,23,39,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,18,09/07/2016,to Russell Eli Black by the Honorable Scott W Skavdahl. Plea Agreement due by 9/,16,96,to Russell Eli Black by the Honorable,Scott W Skavdahl,. Plea Agreement due by 9/,54,70,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,20,09/16/2016,"Room No. 204) before Honorable Scott W Skavdahl. (Court Staff, stbd)",120,188,Room No. 204) before Honorable,Scott W Skavdahl,". (Court Staff, stbd)",151,167,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,23,09/28/2016,previously imposed; Proceedings held before Honorable Scott W Skavdahl. (Court Reporter Anne Bowline.,207,308,previously imposed; Proceedings held before Honorable,Scott W Skavdahl,. (Court Reporter Anne Bowline.,261,277,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,24,09/28/2016,"Room No. 204) before Honorable Scott W Skavdahl. (Court Staff, stbd)",129,197,Room No. 204) before Honorable,Scott W Skavdahl,". (Court Staff, stbd)",160,176,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,26,10/20/2016,Black (1) by the Honorable Scott W Skavdahl. Sentencing set for 1/13,133,201,Black (1) by the Honorable,Scott W Skavdahl,. Sentencing set for 1/13,160,176,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,26,10/20/2016,"Room No. 204) before Honorable Scott W Skavdahl.(Court Staff, stbd)",243,310,Room No. 204) before Honorable,Scott W Skavdahl,".(Court Staff, stbd)",274,290,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,27,10/20/2016,"Room No. 204) before Honorable Scott W Skavdahl. (Court Staff, stbd)",119,187,Room No. 204) before Honorable,Scott W Skavdahl,". (Court Staff, stbd)",150,166,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,33,01/06/2017,Room No. 204) before Honorable Scott W Skavdahl. (previously set for 1/,113,184,Room No. 204) before Honorable,Scott W Skavdahl,. (previously set for 1/,144,160,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,35,01/19/2017,by USA. Proceedings held before Honorable Scott W Skavdahl. (Court Reporter Anne Bowline.,206,295,by USA. Proceedings held before Honorable,Scott W Skavdahl,. (Court Reporter Anne Bowline.,248,264,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,36,01/23/2017,JUDGMENT and COMMITMENT by the Honorable Scott W Skavdahl as to Russell Eli Black (1,0,84,JUDGMENT and COMMITMENT by the Honorable,Scott W Skavdahl,as to Russell Eli Black (1,41,57,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,37,03/09/2017,"1089.0000352 approved by the Honorable Scott W Skavdahl.(Court Staff, jl)",123,196,1089.0000352 approved by the Honorable,Scott W Skavdahl,".(Court Staff, jl)",162,178,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,38,03/09/2017,"1089.0000358 approved by the Honorable Scott W Skavdahl.(Court Staff, jl)",121,194,1089.0000358 approved by the Honorable,Scott W Skavdahl,".(Court Staff, jl)",160,176,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,40,02/12/2018,"to Russell Eli Black by the Honorable Scott W. Skavdahl.(Court Staff, szf)",94,168,to Russell Eli Black by the Honorable,Scott W. Skavdahl,".(Court Staff, szf)",132,149,line_entry,SPACY JNLP2
wyd;;1:16-cr-00139,wyd,2016,1:16-cr-00139,41,10/04/2018,"to Russell Eli Black by the Honorable Scott W Skavdahl.(sheatherly, ) (Entered",94,172,to Russell Eli Black by the Honorable,Scott W Skavdahl,".(sheatherly, ) (Entered",132,148,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,7,12/08/2015,"Room No. 106) before Honorable R Michael Shickich. (Court Staff, sdf)",134,203,Room No. 106) before Honorable,R Michael Shickich,". (Court Staff, sdf)",165,183,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,8,12/08/2015,Connie Jean Moffat Proceedings held before Honorable R Michael Shickich. (Court Reporter FTR.),156,250,Connie Jean Moffat Proceedings held before Honorable,R Michael Shickich,. (Court Reporter FTR.),209,227,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,10,12/08/2015,", Connie Jean Moffat by the Honorable R Michael Shickich. Preliminary/Detention Hearing set for",94,189,", Connie Jean Moffat by the Honorable",R Michael Shickich,. Preliminary/Detention Hearing set for,132,150,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,10,12/08/2015,"Room No. 106) before Honorable R Michael Shickich. (Court Staff, sdf)",237,306,Room No. 106) before Honorable,R Michael Shickich,". (Court Staff, sdf)",268,286,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,11,12/08/2015,"Poutre (1) by the Honorable Scott W Skavdahl.(Court Staff, sdf)",175,238,Poutre (1) by the Honorable,Scott W Skavdahl,".(Court Staff, sdf)",203,219,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,12,12/08/2015,Room No. 106) before Honorable R Michael Shickich. copy to USMS (Court Staff,234,310,Room No. 106) before Honorable,R Michael Shickich,. copy to USMS (Court Staff,265,283,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,13,12/08/2015,Robert V Poutre Proceedings held before Honorable R Michael Shickich. (Court Reporter FTR.),150,241,Robert V Poutre Proceedings held before Honorable,R Michael Shickich,. (Court Reporter FTR.),200,218,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,18,12/11/2015,Defendant detained. Proceedings held before Honorable R Michael Shickich. Government moves to amend the complaint,177,290,Defendant detained. Proceedings held before Honorable,R Michael Shickich,. Government moves to amend the complaint,231,249,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,19,12/11/2015,"to Connie Jean Moffat by the Honorable R Michael Shickich.(Court Staff, sdf)",22,98,to Connie Jean Moffat by the Honorable,R Michael Shickich,".(Court Staff, sdf)",61,79,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,21,12/11/2015,Defendant detained. Proceedings held before Honorable R Michael Shickich. Government moves to amend the complaint,171,284,Defendant detained. Proceedings held before Honorable,R Michael Shickich,. Government moves to amend the complaint,225,243,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,22,12/11/2015,"to Robert V Poutre by the Honorable R Michael Shickich.(Court Staff, sdf)",22,95,to Robert V Poutre by the Honorable,R Michael Shickich,".(Court Staff, sdf)",58,76,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,29,01/19/2016,"Room No. 106) before Honorable R Michael Shickich. (Court Staff, sdf)",146,215,Room No. 106) before Honorable,R Michael Shickich,". (Court Staff, sdf)",177,195,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,30,01/20/2016,.16. Proceedings held before Honorable R Michael Shickich. (Court Reporter Anne Bowline.,266,354,.16. Proceedings held before Honorable,R Michael Shickich,. (Court Reporter Anne Bowline.,305,323,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,31,01/20/2016,.16. Proceedings held before Honorable R Michael Shickich. (Court Reporter Anne Bowline.,214,302,.16. Proceedings held before Honorable,R Michael Shickich,. (Court Reporter Anne Bowline.,253,271,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,32,01/20/2016,", Connie Jean Moffat by the Honorable R Michael Shickich.(Court Staff, sdf)",41,116,", Connie Jean Moffat by the Honorable",R Michael Shickich,".(Court Staff, sdf)",79,97,line_entry,SPACY JNLP2
wyd;;2:16-cr-00018,wyd,2016,2:16-cr-00018,33,01/21/2016,"Room No. 204) before Honorable Scott W Skavdahl. (Court Staff, sdf)",126,193,Room No. 204) before Honorable,Scott W Skavdahl,". (Court Staff, sdf)",157,173,line_entry,SPACY JNLP2
