ucid,court,year,cid,docket_index,entry_date,original_text,full_span_start,full_span_end,extracted_pre_5,extracted_entity,extracted_post_5,Ent_span_start,Ent_span_end,docket_source,Entity_Extraction_Method
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,12,11/10/2016,"SMITH, ETC. SIGNED BY HONORABLE EDWARD G. SMITH ON 11/10/20106.",705,768,"SMITH, ETC. SIGNED BY HONORABLE",EDWARD G. SMITH,ON 11/10/20106.,737,752,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,13,11/16/2016,09:30 AM BEFORE MAGISTRATE JUDGE MARILYN HEFFLEY AS OUTLINED HEREIN.. SIGNED BY MAGISTRATE,59,149,09:30 AM BEFORE MAGISTRATE JUDGE,MARILYN HEFFLEY,AS OUTLINED HEREIN.. SIGNED BY MAGISTRATE,92,107,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,13,11/16/2016,OUTLINED HEREIN.. SIGNED BY MAGISTRATE JUDGE MARILYN HEFFLEY ON 11/16/2016.,111,186,OUTLINED HEREIN.. SIGNED BY MAGISTRATE JUDGE,MARILYN HEFFLEY,ON 11/16/2016.,156,171,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,15,12/13/2016,ON THE CALL. SIGNED BY HONORABLE EDWARD G. SMITH ON 12/13/16.,413,474,ON THE CALL. SIGNED BY HONORABLE,EDWARD G. SMITH,ON 12/13/16.,446,461,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,16,12/13/2016,2016 01:30 PM BEFORE HONORABLE EDWARD G. SMITH. (tjd) (Entered:,55,118,2016 01:30 PM BEFORE HONORABLE,EDWARD G. SMITH,. (tjd) (Entered:,86,101,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,17,01/23/2017,ON THE CALL. SIGNED BY HONORABLE EDWARD G. SMITH ON 1/23/17.,294,354,ON THE CALL. SIGNED BY HONORABLE,EDWARD G. SMITH,ON 1/23/17.,327,342,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,19,01/25/2017,Minute Entry for proceedings held before HONORABLE EDWARD G. SMITH. Telephone Conference held on 1/,0,99,Minute Entry for proceedings held before HONORABLE,EDWARD G. SMITH,. Telephone Conference held on 1/,51,66,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,19,01/25/2017,"A Telephone Conference was held before Judge Smith. (mas, ) (Entered",106,174,A Telephone Conference was held before Judge,Smith,". (mas, ) (Entered",151,156,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,20,01/26/2017,2017 10:00 AM BEFORE HONORABLE EDWARD G. SMITH; DISCOVERY DUE BY 4/24,67,136,2017 10:00 AM BEFORE HONORABLE,EDWARD G. SMITH,; DISCOVERY DUE BY 4/24,98,113,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,20,01/26/2017,/2017 09:30AM BEFORE HONORABLE EDWARD G. SMITH; MOTIONS DUE BY 6/5,169,235,/2017 09:30AM BEFORE HONORABLE,EDWARD G. SMITH,; MOTIONS DUE BY 6/5,200,215,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,20,01/26/2017,2017 09:30 AM BEFORE HONORABLE EDWARD G. SMITH; ETC. AS HEREIN. SIGNED,384,454,2017 09:30 AM BEFORE HONORABLE,EDWARD G. SMITH,; ETC. AS HEREIN. SIGNED,415,430,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,20,01/26/2017,. AS HEREIN. SIGNED BY HONORABLE EDWARD G. SMITH ON 1/26/17.,435,495,. AS HEREIN. SIGNED BY HONORABLE,EDWARD G. SMITH,ON 1/26/17.,468,483,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,21,02/14/2017,02:00 PM BEFORE MAGISTRATE JUDGE MARILYN HEFFLEY.. SIGNED BY MAGISTRATE JUDGE MARILYN HEFFLEY,77,170,02:00 PM BEFORE MAGISTRATE JUDGE,MARILYN HEFFLEY,.. SIGNED BY MAGISTRATE JUDGE MARILYN HEFFLEY,110,125,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,21,02/14/2017,MARILYN HEFFLEY.. SIGNED BY MAGISTRATE JUDGE MARILYN HEFFLEY ON 2/14/2017.,110,184,MARILYN HEFFLEY.. SIGNED BY MAGISTRATE JUDGE,MARILYN HEFFLEY,ON 2/14/2017.,155,170,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,22,03/29/2017,ON THE CALL. SIGNED BY HONORABLE EDWARD G. SMITH ON 3/29/17.,267,327,ON THE CALL. SIGNED BY HONORABLE,EDWARD G. SMITH,ON 3/29/17.,300,315,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,25,04/12/2017,Minute Entry for proceedings held before HONORABLE EDWARD G. SMITH. Telephone Conference held on 4/,0,99,Minute Entry for proceedings held before HONORABLE,EDWARD G. SMITH,. Telephone Conference held on 4/,51,66,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,25,04/12/2017,"A Telehpone Conference was held before Judge Smith. (mas, ) (Entered",106,174,A Telehpone Conference was held before Judge,Smith,". (mas, ) (Entered",151,156,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,26,04/12/2017,DAYS OF SERVICE. SIGNED BY HONORABLE EDWARD G. SMITH ON 4/12/17.,276,340,DAYS OF SERVICE. SIGNED BY HONORABLE,EDWARD G. SMITH,ON 4/12/17.,313,328,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,27,04/13/2017,SHALL REMAIN UNCHANGED. SIGNED BY HONORABLE EDWARD G. SMITH ON 4/13/17.,738,809,SHALL REMAIN UNCHANGED. SIGNED BY HONORABLE,EDWARD G. SMITH,ON 4/13/17.,782,797,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,29,04/26/2017,02:00 PM BEFORE MAGISTRATE JUDGE MARILYN HEFFLEY.. SIGNED BY MAGISTRATE JUDGE MARILYN HEFFLEY,85,178,02:00 PM BEFORE MAGISTRATE JUDGE,MARILYN HEFFLEY,.. SIGNED BY MAGISTRATE JUDGE MARILYN HEFFLEY,118,133,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,29,04/26/2017,MARILYN HEFFLEY.. SIGNED BY MAGISTRATE JUDGE MARILYN HEFFLEY ON 4/26/2017.,118,192,MARILYN HEFFLEY.. SIGNED BY MAGISTRATE JUDGE,MARILYN HEFFLEY,ON 4/26/2017.,163,178,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,30,05/23/2017,SHALL REMAIN UNCHANGED. SIGNED BY HONORABLE EDWARD G. SMITH ON 5/23/17.,307,378,SHALL REMAIN UNCHANGED. SIGNED BY HONORABLE,EDWARD G. SMITH,ON 5/23/17.,351,366,line_entry,SPACY JNLP2
paed;;5:16-cv-04483,paed,2016,5:16-cv-04483,32,05/31/2017,Entry for proceedings held before MAGISTRATE JUDGE MARILYN HEFFLEY Settlement Conference held on 5/30,7,108,Entry for proceedings held before MAGISTRATE JUDGE,MARILYN HEFFLEY,Settlement Conference held on 5/30,58,73,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,4,07/25/2016,LACK OF PROSECUTION. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 7/25/16.,280,353,LACK OF PROSECUTION. SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 7/25/16.,321,341,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,6,07/27/2016,"7614, ETC. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 7/27/16.",92,155,"7614, ETC. SIGNED BY HONORABLE",MITCHELL S. GOLDBERG,ON 7/27/16.,123,143,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,8,08/30/2016,THIS CASE IS REFERRED TO MAGISTRATE JUDGE DAVID R. STRAWBRIDGE FOR SETTLEMENT PURPOSES. FACT DISCOVERY SHALL,11,119,THIS CASE IS REFERRED TO MAGISTRATE JUDGE,DAVID R. STRAWBRIDGE,FOR SETTLEMENT PURPOSES. FACT DISCOVERY SHALL,53,73,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,8,08/30/2016,5/17. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 8/30/16.,324,382,5/17. SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 8/30/16.,350,370,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,9,09/01/2016,09:15 AM BEFORE MAGISTRATE JUDGE DAVID R. STRAWBRIDGE. COUNSEL FOR PLAINTIFF IS DIRECTED TO,89,180,09:15 AM BEFORE MAGISTRATE JUDGE,DAVID R. STRAWBRIDGE,. COUNSEL FOR PLAINTIFF IS DIRECTED TO,122,142,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,10,09/12/2016,"BE HELD IN CHAMBERS BEFORE THE HONORABLE DAVID R. STRAWBRIDGE IN ROOM 3030, 3RD FLOOR,",40,126,BE HELD IN CHAMBERS BEFORE THE HONORABLE,DAVID R. STRAWBRIDGE,"IN ROOM 3030, 3RD FLOOR,",81,101,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,10,09/12/2016,", ETC. SIGNED BY MAGISTRATE JUDGE DAVID R. STRAWBRIDGE ON 9/12/16.",213,279,", ETC. SIGNED BY MAGISTRATE JUDGE",DAVID R. STRAWBRIDGE,ON 9/12/16.,247,267,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,11,09/13/2016,settlement for proceedings held before MAGISTRATE JUDGE DAVID R. STRAWBRIDGE on 9/12/16.,62,150,settlement for proceedings held before MAGISTRATE JUDGE,DAVID R. STRAWBRIDGE,on 9/12/16.,118,138,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,12,11/16/2016,", ETC. SIGNED BY MAGISTRATE JUDGE DAVID R. STRAWBRIDGE ON 11/15/16.",96,163,", ETC. SIGNED BY MAGISTRATE JUDGE",DAVID R. STRAWBRIDGE,ON 11/15/16.,130,150,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,13,04/24/2017,"., ETC. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 4/24/17.",123,183,"., ETC. SIGNED BY HONORABLE",MITCHELL S. GOLDBERG,ON 4/24/17.,151,171,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,14,05/09/2017,Telephone Conference for proceedings held before HONORABLE MITCHELL S. GOLDBERG on 5/8/17.,19,109,Telephone Conference for proceedings held before HONORABLE,MITCHELL S. GOLDBERG,on 5/8/17.,78,98,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,15,08/24/2017,AT 03:00 PM IN JUDGES CHAMBERS BEFORE HONORABLE MITCHELL S. GOLDBERG.,71,140,AT 03:00 PM IN JUDGES,CHAMBERS,BEFORE HONORABLE MITCHELL S. GOLDBERG.,93,101,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,15,08/24/2017,00 PM IN JUDGES CHAMBERS BEFORE HONORABLE MITCHELL S. GOLDBERG. MOTIONS IN LIMINE DUE BY 12,77,168,00 PM IN JUDGES CHAMBERS BEFORE HONORABLE,MITCHELL S. GOLDBERG,. MOTIONS IN LIMINE DUE BY 12,119,139,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,15,08/24/2017,AT 09:00 AM BEFORE HONORABLE MITCHELL S. GOLDBERG.. SIGNED BY HONORABLE MITCHELL S.,297,380,AT 09:00 AM BEFORE HONORABLE,MITCHELL S. GOLDBERG,.. SIGNED BY HONORABLE MITCHELL S.,326,346,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,15,08/24/2017,S. GOLDBERG.. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 8/24/2017.,335,403,S. GOLDBERG.. SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 8/24/2017.,369,389,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,22,01/10/2018,"., ETC. SIGNED BY HONORABLE PAUL S. DIAMOND FOR HONORABLE MITCHELL S. GOLDBERG ON",128,209,"., ETC. SIGNED BY HONORABLE",PAUL S. DIAMOND,FOR HONORABLE MITCHELL S. GOLDBERG ON,156,171,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,22,01/10/2018,HONORABLE PAUL S. DIAMOND FOR HONORABLE MITCHELL S. GOLDBERG ON 1/10/18.,146,218,HONORABLE PAUL S. DIAMOND FOR HONORABLE,MITCHELL S. GOLDBERG,ON 1/10/18.,186,206,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,23,01/11/2018,"., ETC. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 1/11/18.",166,226,"., ETC. SIGNED BY HONORABLE",MITCHELL S. GOLDBERG,ON 1/11/18.,194,214,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,27,01/17/2018,Telephone Conference for proceedings held before HONORABLE MITCHELL S. GOLDBERG on 1/16/18.,10,101,Telephone Conference for proceedings held before HONORABLE,MITCHELL S. GOLDBERG,on 1/16/18.,69,89,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,31,01/23/2018,"1, for proceedings held before HONORABLE MITCHELL S. GOLDBERG in Courtroom 4B on 1/22",34,119,"1, for proceedings held before HONORABLE",MITCHELL S. GOLDBERG,in Courtroom 4B on 1/22,75,95,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,32,01/23/2018,IN THIS ACTION. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 1/23/18.,60,128,IN THIS ACTION. SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 1/23/18.,96,116,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,33,01/24/2018,ABOVE ENTITLED CASE. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 1/23/18.,134,207,ABOVE ENTITLED CASE. SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 1/23/18.,175,195,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,34,01/25/2018,"2, for proceedings held before HONORABLE MITCHELL S. GOLDBERG in Courtroom 4B on 1/24",34,119,"2, for proceedings held before HONORABLE",MITCHELL S. GOLDBERG,in Courtroom 4B on 1/24,75,95,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,35,01/25/2018,"3, for proceedings held before HONORABLE MITCHELL S. GOLDBERG in Courtroom 4-B on 1",34,117,"3, for proceedings held before HONORABLE",MITCHELL S. GOLDBERG,in Courtroom 4-B on 1,75,95,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,36,01/25/2018,#4002). SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 1/25/18.,203,263,#4002). SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 1/25/18.,231,251,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,37,01/25/2018,#4002). SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 1/25/18.,188,248,#4002). SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 1/25/18.,216,236,line_entry,SPACY JNLP2
paed;;2:16-cv-03095,paed,2016,2:16-cv-03095,39,01/25/2018,THIS CASE CLOSED. SIGNED BY HONORABLE MITCHELL S. GOLDBERG ON 1/25/18.,179,249,THIS CASE CLOSED. SIGNED BY HONORABLE,MITCHELL S. GOLDBERG,ON 1/25/18.,217,237,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,8,10/03/2016,2016 04:45 PM BEFORE HONORABLE JAN E. DUBOIS. (Attachments: # 1 Conference,75,149,2016 04:45 PM BEFORE HONORABLE,JAN E. DUBOIS,. (Attachments: # 1 Conference,106,119,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,9,11/30/2016,17/17. SIGNED BY HONORABLE JAN E. DUBOIS ON 11/29/16.,234,287,17/17. SIGNED BY HONORABLE,JAN E. DUBOIS,ON 11/29/16.,261,274,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,9,11/30/2016,THIS ORDER IS VACATED PURSUANT TO JUDGE DUBOIS' ORDER OF 3/23/,323,385,THIS ORDER IS VACATED PURSUANT TO JUDGE,DUBOIS,' ORDER OF 3/23/,363,369,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,11,03/08/2017,AND ORDER REGARDING CONFIDENTIALITY SIGNED BY HONORABLE JAN E. DUBOIS ON 3/8/17.,12,92,AND ORDER REGARDING CONFIDENTIALITY SIGNED BY HONORABLE,JAN E. DUBOIS,ON 3/8/17.,68,81,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,12,03/23/2017,TO U.S. MAGISTRATE JUDGE THOMAS J. RUETER FOR THE SCHEDULING OF A SETTLEMENT CONFERENCE,33,120,TO U.S. MAGISTRATE JUDGE,THOMAS J. RUETER,FOR THE SCHEDULING OF A SETTLEMENT CONFERENCE,58,74,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,12,03/23/2017,THE LAST SETTLEMENT CONFERENCE BEFORE MAGISTRATE JUDGE RUETER. IN THE EVENT THE CASE IS,400,487,THE LAST SETTLEMENT CONFERENCE BEFORE MAGISTRATE JUDGE,RUETER,. IN THE EVENT THE CASE IS,455,461,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,12,03/23/2017,FOR FURTHER PROCEEDINGS. SIGNED BY HONORABLE JAN E. DUBOIS ON 3/20/17.,569,639,FOR FURTHER PROCEEDINGS. SIGNED BY HONORABLE,JAN E. DUBOIS,ON 3/20/17.,614,627,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,13,03/23/2017,"Michael Murphy, Esq. to Judge DuBois. Re: Request that this case",12,76,"Michael Murphy, Esq. to Judge",DuBois,. Re: Request that this case,42,48,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,15,04/17/2017,Entry for proceedings held before MAGISTRATE JUDGE THOMAS J. RUETER. Settlement Conference held on 4/,7,108,Entry for proceedings held before MAGISTRATE JUDGE,THOMAS J. RUETER,. Settlement Conference held on 4/,58,74,line_entry,SPACY JNLP2
paed;;2:16-cv-04050,paed,2016,2:16-cv-04050,16,04/18/2017,(b). SIGNED BY HONORABLE JAN E. DUBOIS ON 4/17/17.,83,133,(b). SIGNED BY HONORABLE,JAN E. DUBOIS,ON 4/17/17.,108,121,line_entry,SPACY JNLP2
paed;;2:16-cv-04640,paed,2016,2:16-cv-04640,1,08/30/2016,FOR STATISITCAL PURPOSES. SIGNED BY HONORABLE LEGROME D. DAVIS ON 8/30/16.,425,499,FOR STATISITCAL PURPOSES. SIGNED BY HONORABLE,LEGROME D. DAVIS,ON 8/30/16.,471,487,line_entry,SPACY JNLP2
paed;;2:16-cv-04640,paed,2016,2:16-cv-04640,3,11/30/2016,FOR STATISTICAL PURPOSES. SIGNED BY HONORABLE LEGROME D. DAVIS ON 11/30/16.,351,426,FOR STATISTICAL PURPOSES. SIGNED BY HONORABLE,LEGROME D. DAVIS,ON 11/30/16.,397,413,line_entry,SPACY JNLP2
paed;;2:16-cv-04640,paed,2016,2:16-cv-04640,8,10/20/2017,THAT THIS CASE IS REASSIGNED FROM HONORABLE LEGROME D. DAVIS TO HONORABLE GERALD A. MCHUGH FOR,6,100,THAT THIS CASE IS REASSIGNED FROM HONORABLE,LEGROME D. DAVIS,TO HONORABLE GERALD A. MCHUGH FOR,50,66,line_entry,SPACY JNLP2
paed;;2:16-cv-04640,paed,2016,2:16-cv-04640,8,10/20/2017,HONORABLE LEGROME D. DAVIS TO HONORABLE GERALD A. MCHUGH FOR ALL FURTHER PROCEEDINGS. SIGNED BY,40,135,HONORABLE LEGROME D. DAVIS TO HONORABLE,GERALD A. MCHUGH,FOR ALL FURTHER PROCEEDINGS. SIGNED BY,80,96,line_entry,SPACY JNLP2
