ucid,court,year,cid,docket_index,entry_date,original_text,full_span_start,full_span_end,extracted_pre_5,extracted_entity,extracted_post_5,Ent_span_start,Ent_span_end,docket_source,Entity_Extraction_Method
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,26,04/14/2017,"ORDER by Magistrate Judge Paul J Cleary resetting Settlement Conference, setting/resetting",0,90,ORDER by Magistrate Judge,Paul J Cleary,"resetting Settlement Conference, setting/resetting",26,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,28,05/24/2017,ORDER by Chief Judge Gregory K Frizzell ; setting/resetting deadline(s,0,70,ORDER by Chief Judge,Gregory K Frizzell,; setting/resetting deadline(s,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,28,05/24/2017,01:30 PM before Chief Judge Gregory K Frizzell); setting/resetting scheduling order,165,248,01:30 PM before Chief Judge,Gregory K Frizzell,); setting/resetting scheduling order,193,211,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,28,05/24/2017,"09:30 AM before Chief Judge Gregory K Frizzell, Jury Trial set for 2/",408,477,09:30 AM before Chief Judge,Gregory K Frizzell,", Jury Trial set for 2/",436,454,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,28,05/24/2017,09:30 AM before Chief Judge Gregory K Frizzell); granting 27 Motion to Accelerate,488,569,09:30 AM before Chief Judge,Gregory K Frizzell,); granting 27 Motion to Accelerate,516,534,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,29,08/04/2017,"ORDER by Magistrate Judge Paul J Cleary resetting Settlement Conference, setting/resetting",0,90,ORDER by Magistrate Judge,Paul J Cleary,"resetting Settlement Conference, setting/resetting",26,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,30,08/07/2017,"MINUTE ORDER by Magistrate Judge Paul J Cleary correcting Settlement Conference date, setting/",0,94,MINUTE ORDER by Magistrate Judge,Paul J Cleary,"correcting Settlement Conference date, setting/",33,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,32,09/12/2017,"case following the resignation of Magistrate Judge Wilson and appointment of Magistrate Judge Jayne,",69,169,case following the resignation of Magistrate Judge,Wilson,"and appointment of Magistrate Judge Jayne,",120,126,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,32,09/12/2017,"Judge Wilson and appointment of Magistrate Judge Jayne, reassigning case to Magistrate Judge Jodi",114,211,Judge Wilson and appointment of Magistrate Judge,Jayne,", reassigning case to Magistrate Judge Jodi",163,168,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,32,09/12/2017,"Jayne, reassigning case to Magistrate Judge Jodi F Jayne, Magistrate Judge T Lane Wilson no",163,254,"Jayne, reassigning case to Magistrate Judge",Jodi F Jayne,", Magistrate Judge T Lane Wilson no",207,219,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,32,09/12/2017,"Judge Jodi F Jayne, Magistrate Judge T Lane Wilson no longer assigned to case, changing",201,288,"Judge Jodi F Jayne, Magistrate Judge",T Lane Wilson,"no longer assigned to case, changing",238,251,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,35,09/28/2017,MINUTE ORDER by Chief Judge Gregory K Frizzell Counsel for Defendant is directed to provide,0,91,MINUTE ORDER by Chief Judge,Gregory K Frizzell,Counsel for Defendant is directed to provide,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,39,10/05/2017,ORDER by Chief Judge Gregory K Frizzell ; setting/resetting deadline(s,0,70,ORDER by Chief Judge,Gregory K Frizzell,; setting/resetting deadline(s,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,42,11/08/2017,MINUTE ORDER by Chief Judge Gregory K Frizzell granting Plaintiff leave to file brief in,0,88,MINUTE ORDER by Chief Judge,Gregory K Frizzell,granting Plaintiff leave to file brief in,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,46,11/13/2017,MINUTE ORDER by Chief Judge Gregory K Frizzell Counsel for Plaintiff is directed to provide,0,91,MINUTE ORDER by Chief Judge,Gregory K Frizzell,Counsel for Plaintiff is directed to provide,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,47,11/13/2017,ORDER by Chief Judge Gregory K Frizzell ; granting 43 Motion to Seal Document,0,77,ORDER by Chief Judge,Gregory K Frizzell,; granting 43 Motion to Seal Document,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,49,11/22/2017,MINUTE ORDER by Chief Judge Gregory K Frizzell ; granting 48 Motion for Leave to,0,80,MINUTE ORDER by Chief Judge,Gregory K Frizzell,; granting 48 Motion for Leave to,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,52,01/04/2018,ORDER by Chief Judge Gregory K Frizzell ; granting in part and denying in,0,73,ORDER by Chief Judge,Gregory K Frizzell,; granting in part and denying in,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,53,01/04/2018,MINUTE ORDER by Chief Judge Gregory K Frizzell setting hearing on Plaintiff's Motion in,0,87,MINUTE ORDER by Chief Judge,Gregory K Frizzell,setting hearing on Plaintiff's Motion in,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,53,01/04/2018,01:30 PM before Chief Judge Gregory K Frizzell) (Re: 36 MOTION in,259,324,01:30 PM before Chief Judge,Gregory K Frizzell,) (Re: 36 MOTION in,287,305,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,54,01/11/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Motion Hearing held on 1/,8,94,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Motion Hearing held on 1/,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,56,01/17/2018,ORDER by Chief Judge Gregory K Frizzell ; denying 55 Motion to Reconsider (,0,75,ORDER by Chief Judge,Gregory K Frizzell,; denying 55 Motion to Reconsider (,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,61,01/24/2018,"MINUTE ORDER by Chief Judge Gregory K Frizzell, referring motion(s) to",0,70,MINUTE ORDER by Chief Judge,Gregory K Frizzell,", referring motion(s) to",28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,61,01/24/2018,motion(s) to Magistrate Judge Jayne (Re: 59 MOTION to Strike,58,118,motion(s) to Magistrate Judge,Jayne,(Re: 59 MOTION to Strike,88,93,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,64,01/24/2018,(s) Referred to Magistrate Judge Jayne (Re: 63 MOTION for Sanctions,9,76,(s) Referred to Magistrate Judge,Jayne,(Re: 63 MOTION for Sanctions,42,47,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,66,01/25/2018,MINUTE ORDER by Magistrate Judge Jodi F Jayne Defendant is ordered to file an expedited,0,87,MINUTE ORDER by Magistrate Judge,Jodi F Jayne,Defendant is ordered to file an expedited,33,45,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,70,01/31/2018,ORDER by Magistrate Judge Jodi F Jayne Defendant's Motion to Strike (ECF,0,72,ORDER by Magistrate Judge,Jodi F Jayne,Defendant's Motion to Strike (ECF,26,38,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,71,02/05/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Pretrial Conference held on 2/,8,99,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Pretrial Conference held on 2/,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,72,02/05/2018,"ORDER by Chief Judge Gregory K Frizzell (Re: 52 Order, Ruling",0,61,ORDER by Chief Judge,Gregory K Frizzell,"(Re: 52 Order, Ruling",21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,73,02/05/2018,"ORDER by Chief Judge Gregory K Frizzell, setting/resetting deadline(s",0,69,ORDER by Chief Judge,Gregory K Frizzell,", setting/resetting deadline(s",21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,84,02/13/2018,"MINUTE ORDER by Chief Judge Gregory K Frizzell Defendant AHS Oklahoma Physician Group, d",0,88,MINUTE ORDER by Chief Judge,Gregory K Frizzell,"Defendant AHS Oklahoma Physician Group, d",28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,93,02/16/2018,OPINION AND ORDER by Chief Judge Gregory K Frizzell ; denying 77 Motion to Reconsider (,0,87,OPINION AND ORDER by Chief Judge,Gregory K Frizzell,; denying 77 Motion to Reconsider (,33,51,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,94,02/16/2018,"PRETRIAL ORDER by Chief Judge Gregory K Frizzell (kjp, Dpty Clk) (",0,66,PRETRIAL ORDER by Chief Judge,Gregory K Frizzell,"(kjp, Dpty Clk) (",30,48,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,97,02/20/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Voir Dire/Jury Selection held,8,98,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Voir Dire/Jury Selection held,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,98,02/20/2018,"of Proceedings - held before Chief Judge Gregory K Frizzell: Jury Trial began (kjp,",8,91,of Proceedings - held before Chief Judge,Gregory K Frizzell,": Jury Trial began (kjp,",49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,99,02/20/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Jury Trial held (Continued to,8,98,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Jury Trial held (Continued to,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,99,02/20/2018,09:00 AM before Chief Judge Gregory K Frizzell) (Court Reporter: Brian Neil,186,261,09:00 AM before Chief Judge,Gregory K Frizzell,) (Court Reporter: Brian Neil,214,232,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,100,02/21/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Jury Trial held (Continued to,8,98,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Jury Trial held (Continued to,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,100,02/21/2018,09:00 AM before Chief Judge Gregory K Frizzell) (Court Reporter: Brian Neil,186,261,09:00 AM before Chief Judge,Gregory K Frizzell,) (Court Reporter: Brian Neil,214,232,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,101,02/22/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Jury Trial held (Continued to,8,98,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Jury Trial held (Continued to,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,101,02/22/2018,09:00 AM before Chief Judge Gregory K Frizzell) (Court Reporter: Brian Neil,186,261,09:00 AM before Chief Judge,Gregory K Frizzell,) (Court Reporter: Brian Neil,214,232,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,102,02/23/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Jury Trial held (Continued to,8,98,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Jury Trial held (Continued to,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,102,02/23/2018,09:00 AM before Chief Judge Gregory K Frizzell) (Court Reporter: Brian Neil,186,261,09:00 AM before Chief Judge,Gregory K Frizzell,) (Court Reporter: Brian Neil,214,232,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,103,02/26/2018,of Proceedings - held before Chief Judge Gregory K Frizzell: Jury Trial completed (Briefing schedule,8,108,of Proceedings - held before Chief Judge,Gregory K Frizzell,: Jury Trial completed (Briefing schedule,49,67,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,105,02/26/2018,"JURY INSTRUCTIONS by Chief Judge Gregory K Frizzell (kjp, Dpty Clk) (",0,69,JURY INSTRUCTIONS by Chief Judge,Gregory K Frizzell,"(kjp, Dpty Clk) (",33,51,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,107,03/06/2018,/22/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),84,159,/22/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),112,130,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,108,03/07/2018,/22/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),91,166,/22/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),119,137,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,109,03/07/2018,/23/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),92,167,/23/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),120,138,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,112,03/17/2018,/20/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),94,169,/20/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),122,140,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,113,03/17/2018,/21/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),95,170,/21/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),123,141,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,114,03/17/2018,/21/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),84,159,/21/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),112,130,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,115,03/17/2018,/22/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),85,160,/22/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),113,131,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,116,03/17/2018,/22/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),81,156,/22/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),109,127,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,117,03/17/2018,/23/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),81,156,/23/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),109,127,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,118,03/17/2018,/23/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),85,160,/23/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),113,131,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,119,03/17/2018,/23/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),76,151,/23/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),104,122,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,120,03/17/2018,/26/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),80,155,/26/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),108,126,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,122,03/26/2018,MINUTE ORDER by Chief Judge Gregory K Frizzell Counsel for Defendant AHS Oklahoma Physician Group,0,97,MINUTE ORDER by Chief Judge,Gregory K Frizzell,Counsel for Defendant AHS Oklahoma Physician Group,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,123,04/05/2018,/5/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),68,142,/5/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),95,113,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,124,04/05/2018,/20/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),73,148,/20/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),101,119,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,125,04/05/2018,/21/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),74,149,/21/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),102,120,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,126,04/05/2018,/22/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),75,150,/22/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),103,121,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,127,04/05/2018,/23/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),74,149,/23/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),102,120,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,128,04/05/2018,/26/2018 before Chief Judge Gregory K Frizzell (Court Reporter: Brian Neil),73,148,/26/2018 before Chief Judge,Gregory K Frizzell,(Court Reporter: Brian Neil),101,119,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,129,04/09/2018,/26/18 before Chief Judge Gregory K Frizzell (Court Reporter: Terri Beeler),59,134,/26/18 before Chief Judge,Gregory K Frizzell,(Court Reporter: Terri Beeler),85,103,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,131,04/25/2018,ORDER by Chief Judge Gregory K Frizzell ; granting in part and denying in,0,73,ORDER by Chief Judge,Gregory K Frizzell,; granting in part and denying in,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,132,04/25/2018,"JUDGMENT by Chief Judge Gregory K Frizzell, entering judgment in favor of Plaintiff",0,83,JUDGMENT by Chief Judge,Gregory K Frizzell,", entering judgment in favor of Plaintiff",24,42,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,136,05/09/2018,MINUTE ORDER by Chief Judge Gregory K Frizzell Counsel for Defendant is directed to provide,0,91,MINUTE ORDER by Chief Judge,Gregory K Frizzell,Counsel for Defendant is directed to provide,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,144,05/22/2018,ORDER by Chief Judge Gregory K Frizzell ; setting/resetting deadline(s,0,70,ORDER by Chief Judge,Gregory K Frizzell,; setting/resetting deadline(s,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,146,06/05/2018,ORDER by Chief Judge Gregory K Frizzell ; granting 138 Motion for Leave to,0,74,ORDER by Chief Judge,Gregory K Frizzell,; granting 138 Motion for Leave to,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,149,06/06/2018,MINUTE ORDER by Chief Judge Gregory K Frizzell Counsel for Plaintiff is directed to provide,0,91,MINUTE ORDER by Chief Judge,Gregory K Frizzell,Counsel for Plaintiff is directed to provide,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,153,06/18/2018,"MINUTE ORDER by Chief Judge Gregory K Frizzell expediting Response and Reply deadlines, setting",0,95,MINUTE ORDER by Chief Judge,Gregory K Frizzell,"expediting Response and Reply deadlines, setting",28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,156,06/25/2018,MINUTE ORDER by Chief Judge Gregory K Frizzell Plaintiff shall file their supplemental brief by,0,95,MINUTE ORDER by Chief Judge,Gregory K Frizzell,Plaintiff shall file their supplemental brief by,28,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,159,01/09/2019,ORDER by Chief Judge Gregory K Frizzell ; denying 128 Motion for Judgment as,0,76,ORDER by Chief Judge,Gregory K Frizzell,; denying 128 Motion for Judgment as,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,163,01/18/2019,ORDER by Chief Judge Gregory K Frizzell ; granting 133 Motion for Attorney Fees,0,79,ORDER by Chief Judge,Gregory K Frizzell,; granting 133 Motion for Attorney Fees,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00677,oknd,2016,4:16-cv-00677,173,02/13/2019,ORDER by Chief Judge Gregory K Frizzell Staying Execution of Judgment and Approving Deposit,0,91,ORDER by Chief Judge,Gregory K Frizzell,Staying Execution of Judgment and Approving Deposit,21,39,line_entry,SPACY JNLP2
oknd;;4:16-cv-00439,oknd,2016,4:16-cv-00439,6,07/25/2016,ORDER by Judge Terence Kern - case transferred to the Eastern District,0,70,ORDER by Judge,Terence Kern,- case transferred to the Eastern District,15,27,line_entry,SPACY JNLP2
oknd;;4:16-cv-00576,oknd,2016,4:16-cv-00576,2,09/19/2016,ORDER by Judge John E Dowdell Petitioner's motion for leave to proceed,0,70,ORDER by Judge,John E Dowdell,Petitioner's motion for leave to proceed,15,29,line_entry,SPACY JNLP2
oknd;;4:16-cv-00576,oknd,2016,4:16-cv-00576,3,12/30/2016,ORDER by Judge John E Dowdell The petition for a writ of habeas,0,63,ORDER by Judge,John E Dowdell,The petition for a writ of habeas,15,29,line_entry,SPACY JNLP2
oknd;;4:16-cv-00576,oknd,2016,4:16-cv-00576,4,12/30/2016,"JUDGMENT by Judge John E Dowdell (OF DISMISSAL), dismissing/",0,60,JUDGMENT by Judge,John E Dowdell,"(OF DISMISSAL), dismissing/",18,32,line_entry,SPACY JNLP2
oknd;;4:16-cv-00043,oknd,2016,4:16-cv-00043,0,06/09/2016,OPINION AND ORDER   by Judge Claire V Eagan   ; denying certificate of appealability;,0,85,OPINION AND ORDER   by Judge,Claire V Eagan,  ; denying certificate of appealability;,29,43,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,7,07/22/2016,MINUTE ORDER by Magistrate Judge T Lane Wilson ; granting 3 Motion for Leave to,0,79,MINUTE ORDER by Magistrate Judge,T Lane Wilson,; granting 3 Motion for Leave to,33,46,line_entry,SPACY JNLP2
oknd;;4:16-cv-00465,oknd,2016,4:16-cv-00465,10,08/26/2016,SCHEDULING ORDER by Magistrate Judge T Lane Wilson ( Statement as to Magistrate Judge Jurisdiction,0,98,SCHEDULING ORDER by Magistrate Judge,T Lane Wilson,( Statement as to Magistrate Judge Jurisdiction,37,50,line_entry,SPACY JNLP2
